Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,No,Travel_Rarely,980,Research & Development,12,2,Life Sciences,8595,4,Male,64,4,2,Research Scientist,4,Divorced,8411,17198,1,No,25,4,2,2,6,3,4,6,3,4,0
56,No,Travel_Rarely,128,Research & Development,20,3,Life Sciences,8596,3,Female,63,3,2,Laboratory Technician,2,Single,9301,24534,7,No,24,4,4,1,34,5,3,4,4,6,4
40,No,Travel_Rarely,773,Research & Development,2,4,Technical Degree,8597,1,Female,62,3,2,Laboratory Technician,4,Married,8642,3910,7,No,14,3,1,2,22,3,4,1,1,3,1
44,No,Travel_Rarely,522,Research & Development,1,1,Medical,8598,4,Male,51,4,1,Healthcare Representative,3,Married,4827,23446,9,No,21,3,4,0,26,3,3,10,0,1,1
30,No,Travel_Rarely,456,Sales,13,3,Technical Degree,8599,1,Male,51,3,2,Healthcare Representative,3,Married,7629,23462,5,No,14,3,1,2,11,2,4,11,2,4,3
51,No,Travel_Frequently,117,Research & Development,2,3,Technical Degree,8600,3,Female,43,2,2,Sales Executive,2,Married,7778,12228,3,No,11,4,4,2,28,3,4,8,8,6,2
37,No,Non-Travel,421,Research & Development,12,3,Medical,8601,3,Male,49,4,3,Healthcare Representative,4,Married,10575,4641,9,No,18,3,4,1,19,0,2,13,2,6,6
54,No,Travel_Frequently,491,Sales,19,5,Medical,8602,3,Male,78,2,2,Research Scientist,1,Divorced,9019,2232,5,No,11,3,1,1,34,2,4,13,12,9,0
23,No,Travel_Rarely,1292,Research & Development,21,4,Medical,8603,3,Male,76,3,3,Research Scientist,4,Married,10796,8061,9,No,18,3,3,1,4,2,2,4,4,3,2
35,No,Travel_Rarely,158,Research & Development,15,1,Marketing,8604,3,Female,50,3,2,Laboratory Technician,1,Married,7407,25184,9,No,13,3,3,3,13,3,1,13,6,5,0
22,Yes,Travel_Rarely,272,Research & Development,23,3,Life Sciences,8605,4,Male,59,4,2,Healthcare Representative,1,Divorced,7685,8427,6,No,12,3,2,2,0,3,2,0,0,4,0
47,No,Travel_Rarely,1189,Research & Development,12,3,Life Sciences,8606,3,Male,92,3,1,Manufacturing Director,2,Single,5713,18486,3,No,23,3,2,1,24,3,2,10,10,9,10
46,No,Travel_Rarely,1403,Research & Development,14,1,Marketing,8607,3,Female,56,4,2,Research Scientist,1,Married,8970,14912,2,Yes,23,3,2,0,23,2,3,0,0,9,0
37,No,Travel_Rarely,573,Research & Development,15,4,Marketing,8608,4,Male,57,4,1,Manager,4,Single,4375,13993,7,No,24,3,1,1,14,2,4,14,8,6,13
36,No,Non-Travel,451,Research & Development,24,1,Medical,8609,4,Female,92,3,1,Sales Executive,3,Married,4916,13067,4,No,14,3,4,0,17,2,2,12,12,1,10
47,No,Non-Travel,956,Research & Development,19,1,Life Sciences,8610,2,Male,54,4,1,Research Scientist,1,Married,6259,17717,8,Yes,23,3,2,1,25,3,4,12,8,1,3
37,No,Travel_Frequently,556,Research & Development,16,2,Marketing,8611,3,Male,85,4,1,Laboratory Technician,4,Married,5624,11773,8,No,14,4,1,0,18,3,3,11,3,0,7
35,No,Travel_Rarely,411,Sales,24,2,Marketing,8612,1,Male,49,3,2,Sales Executive,4,Married,9275,20365,6,No,24,3,2,0,10,2,2,8,7,9,0
50,No,Travel_Rarely,1154,Sales,11,1,Life Sciences,8613,3,Male,74,4,3,Research Director,3,Single,12757,7009,9,No,24,3,3,1,25,3,3,14,10,3,0
45,No,Travel_Rarely,1431,Research & Development,24,3,Medical,8614,4,Male,44,2,5,Research Director,3,Married,17569,8513,0,No,25,3,3,1,26,2,2,9,1,8,9
36,No,Non-Travel,1443,Research & Development,22,3,Human Resources,8615,4,Male,38,4,2,Sales Executive,2,Married,7121,11185,8,Yes,14,3,3,1,12,3,4,12,11,3,3
40,No,Travel_Rarely,322,Research & Development,23,3,Marketing,8616,3,Male,94,3,2,Research Scientist,1,Married,7271,9123,1,No,21,3,3,0,15,4,2,15,2,0,7
29,No,Travel_Rarely,346,Research & Development,10,2,Life Sciences,8617,4,Male,45,4,5,Human Resources,4,Single,14905,19851,9,No,16,3,2,0,10,2,3,4,2,2,3
55,No,Travel_Rarely,592,Research & Development,13,3,Life Sciences,8618,4,Female,40,1,2,Sales Executive,4,Divorced,8465,16388,5,No,18,3,3,1,35,6,4,5,5,5,3
23,No,Travel_Rarely,1439,Research & Development,4,3,Life Sciences,8619,2,Female,50,4,2,Sales Executive,4,Married,6628,8566,4,No,23,3,3,2,2,4,3,2,2,3,2
48,No,Travel_Rarely,850,Sales,16,3,Technical Degree,8620,2,Female,35,3,1,Manager,3,Married,6331,14657,9,No,19,3,3,2,23,3,3,14,4,4,13
31,No,Travel_Rarely,1439,Sales,12,2,Medical,8621,2,Male,78,3,2,Research Scientist,2,Married,6633,16031,8,No,16,3,2,0,13,0,1,13,1,1,10
56,No,Travel_Rarely,518,Research & Development,9,1,Human Resources,8622,4,Female,36,2,1,Healthcare Representative,2,Married,6328,10100,4,No,18,3,3,2,34,5,1,13,10,2,2
44,No,Travel_Rarely,128,Sales,22,2,Life Sciences,8623,3,Male,31,2,4,Manufacturing Director,4,Single,15053,9028,1,No,15,3,3,1,25,2,4,15,0,6,6
29,No,Travel_Rarely,207,Sales,18,3,Life Sciences,8624,4,Male,50,3,2,Healthcare Representative,3,Married,9410,12398,3,No,23,4,3,2,5,1,3,5,5,2,5
49,No,Travel_Rarely,1430,Sales,17,1,Medical,8625,2,Male,44,3,2,Sales Executive,3,Single,10666,14908,1,No,20,3,3,1,25,3,3,2,1,0,2
44,No,Travel_Rarely,889,Research & Development,24,3,Life Sciences,8626,1,Female,66,3,3,Laboratory Technician,3,Married,11006,26441,2,No,13,3,3,0,25,1,4,20,0,9,3
25,No,Travel_Rarely,1154,Research & Development,13,3,Medical,8627,3,Female,91,3,2,Manufacturing Director,1,Single,8166,25084,0,No,21,3,3,0,6,1,4,6,6,0,6
35,No,Travel_Rarely,264,Sales,5,5,Marketing,8628,4,Female,85,3,4,Laboratory Technician,4,Single,14191,26502,3,No,25,3,4,0,12,2,3,12,6,4,12
50,No,Travel_Rarely,866,Sales,28,4,Life Sciences,8629,4,Male,78,3,3,Research Director,1,Married,12234,22153,4,Yes,20,3,3,0,27,3,3,10,9,6,10
22,No,Travel_Rarely,754,Human Resources,11,5,Human Resources,8630,3,Female,74,3,1,Sales Executive,3,Single,4134,9643,2,No,22,3,4,0,2,3,4,2,2,1,2
25,No,Travel_Frequently,132,Research & Development,23,4,Marketing,8631,1,Male,68,3,2,Sales Executive,2,Single,6844,25265,4,Yes,23,3,1,0,7,2,3,7,7,2,7
53,No,Travel_Frequently,709,Research & Development,13,3,Life Sciences,8632,3,Male,68,4,3,Sales Executive,4,Single,12147,9356,1,No,21,3,2,2,31,4,1,9,9,1,9
54,No,Travel_Rarely,1185,Research & Development,28,4,Medical,8633,2,Male,75,3,5,Human Resources,3,Divorced,16919,10158,5,No,23,3,4,1,29,3,3,14,10,0,6
47,No,Non-Travel,1111,Sales,5,3,Marketing,8634,1,Male,77,3,2,Research Scientist,3,Married,7610,24382,7,No,22,4,2,0,26,2,4,4,2,3,1
38,No,Travel_Rarely,794,Sales,4,3,Life Sciences,8635,4,Male,92,3,2,Healthcare Representative,4,Single,7666,18695,4,No,23,3,4,0,17,2,3,7,4,9,1
60,No,Non-Travel,666,Research & Development,29,3,Life Sciences,8636,4,Female,64,2,2,Sales Executive,1,Divorced,9636,10800,2,No,25,3,1,1,36,3,2,2,2,9,2
44,No,Travel_Rarely,641,Sales,22,3,Medical,8637,4,Male,90,3,1,Sales Executive,3,Divorced,4271,17429,6,No,17,3,1,1,26,2,4,12,8,5,4
53,No,Travel_Rarely,557,Research & Development,6,4,Life Sciences,8638,4,Male,99,1,2,Sales Executive,3,Single,8275,11991,8,Yes,17,3,4,1,35,3,3,14,2,2,0
36,No,Travel_Rarely,1206,Research & Development,4,2,Other,8639,4,Male,61,1,3,Research Scientist,3,Married,10075,2437,0,No,17,3,1,0,11,2,3,11,11,5,10
34,No,Travel_Rarely,531,Research & Development,13,1,Life Sciences,8640,1,Female,94,4,4,Laboratory Technician,1,Single,12082,26108,9,No,25,3,3,0,12,2,4,12,10,1,12
23,Yes,Travel_Frequently,1100,Research & Development,28,4,Life Sciences,8641,4,Male,43,4,2,Sales Executive,1,Married,7372,5447,0,Yes,12,3,2,1,4,4,3,3,3,1,3
40,No,Travel_Rarely,168,Human Resources,1,3,Life Sciences,8642,1,Male,65,1,4,Manufacturing Director,4,Single,12609,6800,3,No,15,3,1,1,21,3,2,13,5,0,6
45,No,Non-Travel,379,Sales,10,4,Medical,8643,4,Male,42,4,2,Manufacturing Director,3,Single,9042,23640,0,No,24,3,1,0,23,2,3,19,11,7,8
45,No,Travel_Rarely,1421,Sales,6,5,Life Sciences,8644,4,Female,40,4,1,Research Scientist,2,Married,4283,26368,7,Yes,11,3,3,0,20,3,4,9,9,4,4
32,No,Travel_Rarely,517,Research & Development,14,2,Human Resources,8645,4,Male,36,4,1,Research Scientist,3,Divorced,5383,2230,8,No,24,3,2,0,10,5,4,9,0,8,9
43,No,Travel_Rarely,138,Research & Development,27,2,Life Sciences,8646,2,Male,53,2,4,Sales Executive,2,Divorced,13983,24374,6,No,12,3,3,1,25,3,4,11,4,4,1
36,No,Travel_Rarely,1123,Research & Development,16,3,Human Resources,8647,1,Male,56,2,5,Sales Executive,4,Divorced,17105,4030,7,No,13,3,4,1,14,2,2,7,7,2,7
31,Yes,Travel_Rarely,631,Research & Development,1,4,Life Sciences,8648,3,Male,65,4,2,Manufacturing Director,4,Single,7647,14542,3,No,18,3,4,1,8,0,1,8,8,2,8
48,No,Travel_Rarely,1276,Research & Development,2,1,Medical,8649,1,Male,52,3,3,Manufacturing Director,2,Married,10646,11904,5,No,14,3,2,0,27,2,3,16,0,2,2
30,No,Travel_Frequently,122,Sales,12,1,Marketing,8650,1,Female,71,3,4,Research Director,3,Single,13407,8678,3,No,23,3,1,0,8,2,2,8,8,4,2
49,No,Non-Travel,514,Sales,19,2,Medical,8651,2,Female,30,4,1,Manager,4,Married,6643,8876,0,No,21,3,3,2,25,0,4,2,2,4,2
22,No,Travel_Rarely,1043,Sales,7,3,Medical,8652,1,Female,67,4,2,Laboratory Technician,4,Single,8070,21429,3,Yes,19,3,2,0,1,4,3,1,1,3,1
38,No,Travel_Rarely,329,Research & Development,17,2,Marketing,8653,1,Female,68,4,5,Sales Executive,2,Married,16056,2860,3,Yes,20,3,1,0,15,4,3,8,8,1,8
52,No,Travel_Rarely,288,Sales,5,4,Medical,8654,3,Male,88,3,2,Research Scientist,4,Single,9089,10166,4,No,18,3,3,0,33,3,4,2,0,1,2
31,No,Travel_Frequently,1347,Sales,4,3,Life Sciences,8655,4,Female,63,3,5,Laboratory Technician,1,Married,15227,19309,0,No,18,3,2,1,12,1,2,12,5,3,1
58,No,Travel_Rarely,284,Research & Development,12,4,Marketing,8656,3,Female,91,4,3,Laboratory Technician,3,Single,10813,11623,8,No,25,3,4,1,40,2,2,18,7,7,6
50,No,Non-Travel,1282,Research & Development,9,3,Human Resources,8657,3,Female,73,3,3,Sales Executive,4,Married,10775,18363,7,No,12,4,4,0,25,6,2,8,8,7,8
39,No,Travel_Rarely,107,Research & Development,14,3,Medical,8658,4,Male,40,3,1,Research Scientist,2,Single,4900,25449,1,No,19,3,1,0,16,2,3,7,6,0,3
59,No,Travel_Rarely,437,Sales,5,3,Life Sciences,8659,1,Male,98,3,1,Sales Executive,3,Single,5771,12530,1,Yes,15,3,3,1,37,2,3,13,7,8,8
60,No,Travel_Rarely,971,Sales,25,3,Marketing,8660,1,Female,41,4,1,Laboratory Technician,1,Married,7042,2773,7,No,19,4,4,0,40,3,3,13,6,9,12
27,No,Travel_Rarely,1261,Research & Development,15,2,Marketing,8661,3,Female,64,3,5,Research Director,1,Divorced,15610,12155,1,No,20,3,1,1,8,4,3,3,1,7,3
33,No,Travel_Frequently,584,Research & Development,18,3,Life Sciences,8662,4,Male,34,3,3,Sales Executive,4,Single,9856,9416,9,Yes,17,3,3,0,8,2,4,1,1,1,0
35,No,Travel_Frequently,265,Research & Development,13,3,Life Sciences,8663,1,Female,67,3,2,Sales Representative,1,Married,8538,6118,9,No,23,3,4,0,10,1,4,1,1,8,1
31,Yes,Travel_Rarely,819,Research & Development,26,1,Life Sciences,8664,1,Female,89,3,2,Research Scientist,3,Single,7808,8053,3,Yes,25,3,1,0,8,2,2,1,1,2,1
41,No,Travel_Frequently,130,Research & Development,16,1,Life Sciences,8665,4,Male,91,3,1,Manufacturing Director,4,Single,5577,6138,2,No,24,3,3,0,21,2,3,20,4,4,11
36,Yes,Non-Travel,1221,Sales,17,1,Marketing,8666,3,Male,43,4,2,Manufacturing Director,2,Single,7333,8466,0,Yes,23,3,1,0,16,4,3,13,6,7,10
52,No,Travel_Rarely,598,Human Resources,3,1,Life Sciences,8667,3,Male,73,2,1,Sales Executive,4,Married,5540,13217,3,Yes,19,3,3,0,29,1,2,19,4,0,7
28,No,Travel_Rarely,670,Sales,14,3,Life Sciences,8668,3,Male,63,4,2,Research Scientist,4,Divorced,6619,3661,5,No,24,3,1,1,4,5,2,4,2,7,1
31,Yes,Travel_Frequently,426,Research & Development,19,2,Life Sciences,8669,1,Female,99,2,1,Laboratory Technician,3,Married,4543,14649,8,Yes,25,3,2,0,13,4,1,9,3,2,0
31,No,Travel_Rarely,301,Research & Development,11,2,Life Sciences,8670,3,Male,98,2,2,Research Director,1,Divorced,7043,19219,4,No,14,3,4,1,13,3,1,10,0,1,10
60,No,Travel_Rarely,1352,Research & Development,24,3,Other,8671,4,Female,52,4,3,Sales Executive,1,Single,11585,19220,9,Yes,13,3,4,0,36,2,3,18,6,1,9
49,No,Non-Travel,1252,Research & Development,2,5,Life Sciences,8672,4,Female,52,2,3,Research Scientist,1,Single,11058,2390,1,Yes,14,3,1,1,27,5,3,20,0,4,5
51,No,Travel_Rarely,447,Sales,12,2,Life Sciences,8673,3,Male,40,4,2,Human Resources,1,Single,8548,2243,9,No,19,3,3,1,32,2,3,11,1,7,5
58,Yes,Travel_Rarely,337,Sales,24,2,Technical Degree,8674,4,Male,36,2,3,Manager,3,Married,12702,19934,2,No,15,3,1,0,34,2,4,19,3,9,7
24,No,Travel_Rarely,652,Research & Development,13,3,Marketing,8675,3,Female,82,2,2,Research Scientist,4,Married,8616,19200,7,Yes,13,3,2,0,5,5,2,2,0,0,1
36,No,Non-Travel,932,Human Resources,11,3,Medical,8676,3,Male,55,4,4,Sales Executive,4,Married,12804,19238,9,Yes,23,3,4,1,12,3,3,12,3,4,3
42,No,Travel_Frequently,1020,Research & Development,9,3,Life Sciences,8677,4,Female,71,4,2,Laboratory Technician,4,Divorced,8316,14633,2,No,20,3,3,0,18,3,1,13,7,8,0
58,No,Travel_Rarely,1022,Research & Development,27,3,Medical,8678,4,Male,35,3,2,Laboratory Technician,3,Divorced,8895,26188,4,No,12,3,3,0,35,2,3,11,11,1,9
33,No,Travel_Rarely,450,Research & Development,6,4,Technical Degree,8679,4,Male,37,3,1,Research Scientist,2,Divorced,4633,24682,6,No,20,3,4,1,8,5,2,8,0,9,8
25,No,Travel_Frequently,1246,Research & Development,13,4,Medical,8680,2,Male,90,3,2,Healthcare Representative,1,Divorced,6422,15571,2,Yes,12,3,3,3,7,2,2,7,7,7,7
30,No,Travel_Frequently,394,Research & Development,13,5,Life Sciences,8681,3,Male,81,4,2,Laboratory Technician,3,Married,6991,7578,2,No,11,3,3,0,6,3,4,6,6,9,6
60,No,Travel_Rarely,1173,Research & Development,18,3,Life Sciences,8682,4,Male,70,2,1,Research Scientist,4,Divorced,7630,7200,6,No,22,3,2,0,40,2,2,13,4,3,3
49,No,Travel_Rarely,1331,Research & Development,6,5,Technical Degree,8683,4,Female,44,1,2,Research Scientist,3,Married,9534,24611,9,Yes,19,3,1,2,29,1,3,19,13,7,5
44,No,Travel_Rarely,153,Research & Development,12,4,Human Resources,8684,3,Male,58,4,2,Research Scientist,3,Married,6988,12466,0,No,24,3,2,1,26,2,4,0,0,2,0
43,No,Travel_Rarely,1421,Sales,21,3,Marketing,8685,2,Female,70,2,2,Manager,4,Single,8539,19442,6,No,14,3,3,0,25,4,3,9,1,8,6
45,No,Travel_Rarely,474,Research & Development,17,3,Marketing,8686,1,Female,72,4,4,Laboratory Technician,2,Married,14585,23444,7,No,24,3,4,0,20,3,3,4,4,5,4
47,No,Travel_Frequently,918,Sales,28,5,Medical,8687,4,Female,98,3,2,Research Scientist,4,Divorced,8729,21722,1,No,12,3,1,2,22,3,4,0,0,6,0
51,No,Travel_Rarely,1123,Human Resources,11,5,Other,8688,4,Male,99,3,1,Manager,4,Divorced,4996,25919,8,No,23,3,3,1,32,2,3,2,2,7,2
54,No,Travel_Rarely,535,Sales,16,2,Marketing,8689,2,Female,39,3,1,Sales Executive,4,Married,6057,24993,9,Yes,16,3,3,0,30,0,3,14,8,5,3
37,No,Non-Travel,190,Research & Development,4,3,Life Sciences,8690,2,Male,92,3,2,Human Resources,4,Married,8229,16174,6,No,15,3,4,0,14,1,1,4,4,9,3
43,No,Travel_Rarely,690,Research & Development,14,5,Life Sciences,8691,4,Male,51,2,1,Sales Representative,2,Divorced,6297,17615,8,No,18,3,2,3,18,3,4,16,2,0,0
39,No,Travel_Rarely,456,Sales,18,3,Human Resources,8692,3,Female,76,4,4,Healthcare Representative,4,Single,12311,3854,3,No,12,3,1,0,21,0,3,16,5,3,11
28,No,Travel_Rarely,246,Research & Development,8,2,Human Resources,8693,3,Male,42,3,5,Research Scientist,2,Single,15352,3819,0,Yes,17,3,1,0,8,5,2,2,2,7,2
47,No,Travel_Rarely,123,Sales,14,1,Medical,8694,2,Female,34,3,4,Sales Representative,4,Single,13882,26723,5,No,21,3,3,0,29,3,4,11,11,5,10
29,No,Travel_Rarely,764,Sales,1,3,Life Sciences,8695,3,Female,33,3,2,Manager,4,Single,6676,16766,3,No,11,3,1,0,8,2,3,0,0,3,0
27,No,Travel_Rarely,820,Research & Development,27,3,Medical,8696,3,Male,31,3,1,Manager,4,Divorced,4796,3374,4,No,24,3,4,1,2,3,3,2,2,4,2
51,No,Travel_Rarely,459,Research & Development,25,2,Marketing,8697,3,Male,96,4,3,Sales Executive,1,Married,11122,24984,7,No,12,3,3,1,29,2,2,3,1,7,2
60,No,Travel_Frequently,865,Sales,2,3,Life Sciences,8698,1,Female,35,2,3,Manufacturing Director,4,Married,11470,16008,6,Yes,17,3,1,1,37,4,3,8,0,2,6
44,No,Non-Travel,609,Research & Development,10,5,Marketing,8699,4,Male,44,2,1,Sales Representative,1,Single,5092,16902,7,No,20,3,3,0,21,4,4,2,2,3,2
53,No,Travel_Rarely,881,Research & Development,9,2,Medical,8700,3,Female,93,4,3,Laboratory Technician,3,Married,10074,16606,4,No,14,3,1,0,33,3,4,4,4,0,4
43,No,Travel_Rarely,1247,Research & Development,5,2,Medical,8701,3,Male,91,3,3,Laboratory Technician,2,Divorced,9367,4512,3,Yes,16,3,4,0,20,3,4,17,10,6,0
30,No,Travel_Rarely,1357,Research & Development,3,4,Medical,8702,4,Male,30,4,3,Research Scientist,1,Married,11221,2104,8,No,25,3,1,0,12,2,3,12,4,1,11
52,No,Travel_Rarely,600,Research & Development,7,5,Marketing,8703,4,Male,52,3,3,Manufacturing Director,4,Single,11895,18819,0,No,11,3,2,0,33,3,3,4,4,5,4
28,No,Travel_Rarely,118,Research & Development,23,2,Life Sciences,8704,3,Male,53,4,3,Sales Representative,2,Married,11204,8544,4,No,21,4,4,1,8,6,3,8,8,9,8
30,No,Travel_Rarely,211,Sales,17,4,Medical,8705,3,Male,77,2,2,Laboratory Technician,4,Single,9104,15894,3,No,25,3,4,0,11,3,3,0,0,9,0
34,No,Travel_Rarely,254,Research & Development,17,3,Life Sciences,8706,1,Male,70,3,2,Human Resources,3,Married,6759,10327,6,No,17,3,1,0,16,3,4,16,4,3,11
24,No,Travel_Rarely,469,Sales,15,2,Marketing,8707,2,Male,88,4,2,Research Scientist,4,Married,7669,11979,2,Yes,15,3,2,1,1,2,4,1,1,7,1
56,No,Travel_Rarely,1382,Sales,18,4,Marketing,8708,1,Female,46,3,2,Sales Executive,3,Single,7573,15217,9,No,24,3,3,2,38,2,3,1,1,0,1
54,No,Travel_Frequently,1084,Sales,10,3,Life Sciences,8709,1,Female,70,4,2,Sales Executive,4,Divorced,8262,13855,1,No,16,3,1,0,35,2,1,7,7,1,3
42,Yes,Travel_Rarely,967,Sales,3,3,Life Sciences,8710,2,Male,75,3,2,Laboratory Technician,3,Married,8327,26922,7,Yes,13,3,1,0,19,3,4,2,0,2,2
52,No,Travel_Rarely,1441,Research & Development,28,2,Marketing,8711,2,Female,77,4,3,Manager,1,Married,12286,19296,4,No,18,3,3,0,32,3,4,3,2,3,3
55,No,Travel_Frequently,429,Research & Development,8,4,Medical,8712,3,Female,44,4,1,Manager,4,Divorced,6239,23996,3,No,22,3,3,1,36,2,3,11,10,0,6
53,No,Travel_Rarely,1245,Human Resources,15,2,Human Resources,8713,3,Male,69,3,4,Human Resources,4,Married,14248,5605,7,No,19,4,3,1,28,2,3,9,9,8,9
56,No,Travel_Rarely,649,Sales,24,3,Life Sciences,8714,4,Male,61,4,4,Laboratory Technician,2,Single,14955,21605,2,No,23,3,1,0,36,2,2,4,4,8,4
36,No,Travel_Rarely,237,Research & Development,20,3,Technical Degree,8715,1,Male,45,3,2,Sales Executive,4,Single,7661,17117,4,No,24,3,2,1,17,5,3,12,0,2,1
53,No,Travel_Rarely,1209,Research & Development,14,2,Life Sciences,8716,4,Male,47,4,2,Manufacturing Director,3,Married,8762,11516,0,No,24,4,3,2,32,4,1,19,9,5,3
27,Yes,Travel_Rarely,617,Sales,19,4,Marketing,8717,3,Male,34,3,2,Sales Representative,3,Single,7179,4591,7,Yes,12,3,3,0,4,4,4,2,2,8,2
42,Yes,Travel_Rarely,327,Research & Development,20,1,Medical,8718,4,Male,81,4,1,Sales Executive,1,Single,6282,2631,0,No,15,3,4,0,24,2,3,12,2,5,12
54,No,Travel_Rarely,1036,Research & Development,25,3,Medical,8719,2,Male,96,3,1,Research Scientist,3,Married,7135,21926,8,Yes,20,3,4,2,35,3,3,8,7,2,6
53,No,Travel_Frequently,1462,Research & Development,5,4,Technical Degree,8720,4,Female,34,2,3,Manager,1,Divorced,11573,24603,7,Yes,16,3,4,0,33,2,1,15,6,0,10
40,No,Travel_Frequently,199,Research & Development,14,3,Human Resources,8721,3,Male,96,4,1,Research Scientist,2,Married,4862,4592,0,No,21,3,3,2,20,5,2,3,3,5,3
54,No,Travel_Rarely,946,Research & Development,8,3,Human Resources,8722,2,Female,88,1,2,Sales Representative,4,Married,7716,10287,7,Yes,20,3,4,1,33,6,3,0,0,6,0
49,No,Travel_Rarely,419,Research & Development,12,4,Medical,8723,3,Female,76,4,2,Manager,1,Single,8862,20273,9,No,14,3,2,0,29,2,3,16,4,2,1
52,No,Travel_Rarely,863,Research & Development,6,3,Medical,8724,4,Male,67,2,1,Laboratory Technician,3,Single,6557,10677,8,Yes,13,3,1,1,30,3,4,5,5,1,5
42,No,Travel_Rarely,209,Research & Development,11,2,Life Sciences,8725,4,Female,93,3,2,Human Resources,2,Married,8860,2369,7,No,25,3,3,0,19,2,2,14,8,2,14
55,No,Travel_Rarely,780,Research & Development,16,3,Life Sciences,8726,2,Male,72,4,2,Research Scientist,3,Divorced,10404,7032,0,No,25,3,3,2,31,3,1,16,1,0,10
36,No,Travel_Frequently,936,Research & Development,18,3,Medical,8727,3,Female,91,3,3,Research Director,3,Single,8799,22040,6,No,15,3,3,1,16,2,2,10,4,2,1
35,No,Non-Travel,351,Research & Development,7,3,Life Sciences,8728,4,Male,57,2,3,Research Scientist,3,Married,12416,11218,0,No,21,3,3,1,16,3,3,8,4,8,8
40,No,Travel_Rarely,1332,Research & Development,6,3,Life Sciences,8729,3,Male,49,4,2,Healthcare Representative,4,Married,7777,7856,9,No,16,3,4,0,22,5,2,17,14,1,10
36,No,Travel_Rarely,569,Research & Development,23,2,Life Sciences,8730,3,Female,77,4,2,Healthcare Representative,3,Married,7103,20935,1,No,20,3,1,3,15,1,4,8,7,4,6
27,No,Travel_Rarely,336,Research & Development,11,3,Life Sciences,8731,3,Female,33,3,2,Manufacturing Director,3,Married,7629,17266,8,No,22,3,2,0,2,3,1,2,2,7,2
30,No,Travel_Rarely,1457,Research & Development,13,3,Medical,8732,1,Male,63,3,3,Laboratory Technician,4,Married,10195,24925,5,No,25,3,4,1,5,3,2,5,5,2,5
58,No,Travel_Rarely,1038,Research & Development,17,2,Medical,8733,4,Female,81,3,5,Manufacturing Director,1,Married,16595,21041,3,Yes,25,3,3,2,34,3,2,10,10,1,9
41,No,Travel_Rarely,1203,Research & Development,16,5,Marketing,8734,2,Female,89,4,3,Sales Executive,2,Married,10340,25145,1,No,18,3,4,0,20,0,2,17,2,8,1
55,No,Travel_Rarely,571,Sales,21,3,Medical,8735,2,Male,74,4,4,Sales Representative,1,Single,14475,20250,6,No,21,3,4,0,31,0,3,20,1,2,11
59,No,Travel_Rarely,868,Sales,26,3,Medical,8736,3,Male,83,3,3,Laboratory Technician,4,Married,11586,20981,5,Yes,12,4,1,1,40,3,4,11,8,6,8
47,No,Travel_Rarely,764,Research & Development,8,5,Medical,8737,3,Male,34,4,2,Laboratory Technician,4,Single,8891,25009,7,No,19,3,2,1,22,3,3,5,5,2,5
39,No,Travel_Rarely,1469,Human Resources,12,2,Life Sciences,8738,3,Male,53,3,4,Laboratory Technician,2,Single,12556,3474,7,Yes,20,3,4,1,21,4,3,6,6,1,6
49,No,Travel_Frequently,390,Sales,20,3,Medical,8739,4,Female,35,1,1,Laboratory Technician,2,Single,7271,4861,3,No,13,4,1,1,27,0,2,2,2,7,2
30,Yes,Travel_Rarely,802,Research & Development,6,4,Medical,8740,4,Female,70,3,4,Healthcare Representative,3,Divorced,14464,19899,6,No,16,3,2,0,11,0,3,6,6,2,0
53,No,Travel_Rarely,581,Research & Development,10,2,Life Sciences,8741,3,Female,91,4,2,Sales Executive,4,Single,10255,25995,6,Yes,20,3,2,0,34,3,4,14,12,7,14
27,Yes,Travel_Rarely,797,Research & Development,26,4,Marketing,8742,2,Female,48,3,2,Research Director,1,Married,6874,20769,9,No,25,3,4,1,4,2,2,4,4,8,4
35,No,Travel_Rarely,152,Research & Development,3,4,Technical Degree,8743,3,Male,93,3,2,Research Director,4,Married,8756,19974,4,No,22,3,4,1,13,2,4,10,8,3,3
49,No,Travel_Rarely,1289,Research & Development,15,3,Medical,8744,3,Male,92,3,3,Sales Executive,2,Married,11788,16681,8,No,15,4,1,0,31,2,1,16,0,7,6
45,No,Travel_Rarely,367,Research & Development,18,1,Life Sciences,8745,4,Female,41,3,2,Laboratory Technician,1,Married,7845,11990,0,No,17,3,4,1,21,2,4,5,5,5,5
34,Yes,Travel_Frequently,293,Sales,24,5,Life Sciences,8746,1,Female,72,4,2,Healthcare Representative,3,Single,7911,20238,6,No,25,3,4,0,11,4,2,6,6,1,0
